person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
5375,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",36.0,Female,Hispanic,Some college,Heterosexual,Lean Democrat,Liberal,"Under $25,000",Nothing in particular,Married,Urban,22,2024-10-22 03:47:38,Trump
5376,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",50.0,Female,Black,Less than high school,Heterosexual,Lean Democrat,Slightly liberal,"$75,000-$99,999",Protestant,Married,Urban,69,2024-10-23 09:10:23,Harris
5377,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",62.0,Prefer not to say,White,Graduate degree,Heterosexual,Moderate Republican,Conservative,"$100,000-$149,999",Hindu,Married,Urban,88,2024-10-22 21:26:12,Trump
5378,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",57.0,Female,White,Some college,Heterosexual,Strong Democrat,Very liberal,"$75,000-$99,999",Catholic,Married,Suburban,67,2024-10-22 13:08:05,Trump
5379,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",38.0,Female,White,High school graduate,Prefer not to say,Other,Moderate,"Under $25,000",Nothing in particular,Married,Suburban,19,2024-10-22 18:45:43,Trump
5380,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",26.0,Female,White,Some college,Heterosexual,Strong Republican,Very conservative,"$50,000-$74,999",Nothing in particular,Widowed,Suburban,46,2024-10-23 22:36:11,Trump
5381,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",34.0,Male,Black,Graduate degree,Heterosexual,Lean Democrat,Slightly liberal,"Under $25,000",Nothing in particular,Married,Urban,10,2024-10-23 16:40:00,Trump
5382,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",70.0,Male,White,Graduate degree,Heterosexual,Strong Democrat,Slightly liberal,"$50,000-$74,999",Protestant,"Single, never married",Urban,61,2024-10-24 13:53:09,Trump
5383,0,CONTROL - No message shown,48.0,Female,White,Associate's degree,Heterosexual,Independent,Slightly liberal,"$25,000-$49,999",Catholic,Divorced,Suburban,82,2024-10-24 22:27:30,Trump
5384,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",80.0,Male,White,Bachelor's degree,Prefer not to say,Strong Republican,Moderate,"$100,000-$149,999",Nothing in particular,Divorced,Urban,78,2024-10-24 17:10:05,Trump
5385,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",48.0,Male,White,Bachelor's degree,Heterosexual,Independent,Slightly liberal,"$100,000-$149,999",Agnostic,Married,Rural,97,2024-10-24 14:38:27,Harris
5386,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",47.0,Prefer not to say,White,Bachelor's degree,Heterosexual,Strong Democrat,Liberal,"Under $25,000",Jewish,Married,Suburban,76,2024-10-24 03:38:18,Harris
5387,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",44.0,Female,Black,High school graduate,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Agnostic,Living with partner,Prefer not to say,38,2024-10-23 00:56:37,Trump
5388,0,CONTROL - No message shown,,Male,White,High school graduate,Heterosexual,Lean Republican,Conservative,"$75,000-$99,999",Protestant,Married,Suburban,0,2024-10-24 17:18:48,Trump
5389,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",40.0,Female,White,Bachelor's degree,Heterosexual,Moderate Democrat,Moderate,"$150,000 or more",Catholic,Married,Suburban,52,2024-10-24 22:09:19,Harris
5390,0,CONTROL - No message shown,47.0,Female,White,Bachelor's degree,Heterosexual,Moderate Democrat,Moderate,"$50,000-$74,999",Catholic,"Single, never married",Suburban,22,2024-10-24 06:05:05,Harris
5391,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",91.0,Female,White,Graduate degree,Heterosexual,Lean Democrat,Slightly liberal,"$25,000-$49,999",Nothing in particular,Married,Suburban,23,2024-10-23 22:40:57,Harris
5392,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",44.0,Male,Hispanic,High school graduate,Heterosexual,Moderate Democrat,Moderate,"$100,000-$149,999",Agnostic,Married,Suburban,66,2024-10-24 03:55:14,Trump
5393,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",34.0,Male,White,Some college,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Prefer not to say,Married,Urban,36,2024-10-22 04:12:10,Trump
5394,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",82.0,Male,Prefer not to say,Bachelor's degree,Heterosexual,Moderate Democrat,Very liberal,"$150,000 or more",Agnostic,Married,Urban,18,2024-10-24 05:09:08,Trump
5395,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",36.0,Female,Prefer not to say,Some college,Heterosexual,Moderate Republican,Conservative,"$75,000-$99,999",Protestant,Living with partner,Prefer not to say,30,2024-10-23 04:09:20,Trump
5396,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",34.0,Female,White,Graduate degree,Heterosexual,Lean Republican,Slightly liberal,"$75,000-$99,999",Atheist,"Single, never married",Rural,15,2024-10-22 11:22:01,Harris
5397,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",23.0,Female,White,Graduate degree,Heterosexual,Strong Democrat,Liberal,"$25,000-$49,999",Atheist,Married,Urban,74,2024-10-23 10:38:55,Harris
5398,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",37.0,Male,White,High school graduate,Prefer not to say,Strong Democrat,Moderate,"$25,000-$49,999",Agnostic,Married,Urban,95,2024-10-22 09:33:00,Trump
5399,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",43.0,Female,White,Bachelor's degree,Heterosexual,Prefer not to say,Liberal,"$75,000-$99,999",Nothing in particular,Divorced,Rural,68,2024-10-24 21:12:37,Harris
5400,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",40.0,Female,White,Graduate degree,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Catholic,"Single, never married",Suburban,17,2024-10-23 15:11:01,Trump
5401,0,CONTROL - No message shown,40.0,Female,Hispanic,Bachelor's degree,Heterosexual,Prefer not to say,Moderate,"$100,000-$149,999",Nothing in particular,Married,Suburban,33,2024-10-22 10:40:23,Trump
5402,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",31.0,Male,White,Some college,Prefer not to say,Moderate Republican,Conservative,"$75,000-$99,999",Nothing in particular,Married,Suburban,23,2024-10-23 21:16:42,Trump
